PRODUCT,SALESYEAR,LIFECYCLE,STATE,RELEASE_YEAR,DISEASE_RESISTANCE,INSECT_RESISTANCE,PROTECTION,DROUGHT_TOLERANCE,BRITTLE_STALK,PLANT_HEIGHT,RELATIVE_MATURITY,UNITS
P147,2023,INTRODUCTION,Iowa,2019,0,0,1,2,4,4,4,0.2
P152,2023,PHASEOUT,Iowa,2016,0,0,1,2,3,4,4,1.1
P153,2023,PHASEOUT,Iowa,2016,0,0,1,2,3,4,4,0.4
P155,2023,EXPANSION,Iowa,2019,0,0,1,2,4,3,4,0.3
P156,2023,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,29
P159,2023,PHASEOUT,Iowa,2017,0,0,1,2,5,2,4,20.2
P167,2023,EXPANSION,Iowa,2018,0,0,1,4,4,4,4,2.1
P192,2023,EXPANSION,Iowa,2019,0,0,1,5,4,3,4,0
P193,2023,PHASEOUT,Iowa,2017,0,0,1,2,5,3,4,1.2
P195,2023,INTRODUCTION,Iowa,2020,0,0,1,2,5,3,4,1.5
P201,2023,EXPANSION,Iowa,2019,0,0,1,3,4,3,4,4.1
P210,2023,INTRODUCTION,Iowa,2020,0,1,1,1,4,4,4,0.2
P218,2023,ESTABLISHED,Iowa,2016,0,0,1,4,3,5,5,0
P223,2023,ESTABLISHED,Iowa,2017,0,1,1,3,3,4,5,0.4
P224,2023,PHASEOUT,Iowa,2016,0,0,1,3,4,2,5,0
P236,2023,ESTABLISHED,Iowa,2017,0,0,0,2,4,1,1,0
P285,2023,INTRODUCTION,Iowa,2020,0,0,1,3,5,2,2,0
P295,2023,INTRODUCTION,Iowa,2020,0,0,1,3,3,2,3,0.3
P296,2023,INTRODUCTION,Iowa,2020,0,0,1,3,3,2,3,0
P297,2023,PHASEOUT,Iowa,2017,0,0,1,3,5,3,3,0.1
P300,2023,INTRODUCTION,Iowa,2020,0,0,1,4,3,2,3,0.2
P317,2023,ESTABLISHED,Iowa,2018,0,0,1,3,4,2,3,0.2
P320,2023,INTRODUCTION,Iowa,2020,0,0,1,2,3,3,3,1.4
P5,2024,INTRODUCTION,Iowa,2022,0,0,1,2,5,1,3,0.1
P11,2024,ESTABLISHED,Iowa,2018,0,0,1,4,4,2,3,7
P12,2024,ESTABLISHED,Iowa,2018,0,0,1,4,4,2,3,5.1
P18,2024,PHASEOUT,Iowa,2019,0,0,1,3,4,1,3,0.8
P19,2024,PHASEOUT,Iowa,2019,0,0,1,3,4,1,3,1.1
P26,2024,ESTABLISHED,Iowa,2014,0,0,1,5,3,1,3,12.3
P29,2024,ESTABLISHED,Iowa,2020,0,0,1,4,4,2,3,11.3
P30,2024,ESTABLISHED,Iowa,2020,0,0,1,4,4,2,3,8.4
P32,2024,EXPANSION,Iowa,2018,0,0,1,3,4,1,3,4.3
P33,2024,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0.3
P36,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,3,3,0.7
P38,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,3,3,1.4
P43,2024,EXPANSION,Iowa,2021,0,0,1,2,4,3,3,19.1
P44,2024,INTRODUCTION,Iowa,2022,0,0,1,3,4,2,3,7.2
P45,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,2,3,2.9
P49,2024,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0.1
P51,2024,PHASEOUT,Iowa,2019,0,0,1,1,3,3,3,0.5
P53,2024,ESTABLISHED,Iowa,2017,0,0,1,5,4,1,4,26.7
P56,2024,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,6.9
P57,2024,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,0
P61,2024,ESTABLISHED,Iowa,2018,0,0,1,4,2,2,4,2.9
P69,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,3,4,12.1
P76,2024,EXPANSION,Iowa,2021,0,0,1,3,5,3,4,39.6
P82,2024,ESTABLISHED,Iowa,2020,0,0,1,3,4,3,4,9.7
P85,2024,ESTABLISHED,Iowa,2019,0,0,1,2,5,4,4,0.1
P87,2024,ESTABLISHED,Iowa,2020,0,0,1,2,4,3,4,48.7
P90,2024,PHASEOUT,Iowa,2017,0,0,1,3,5,4,4,0.2
P92,2024,INTRODUCTION,Iowa,2022,0,0,1,3,4,2,4,1
P93,2024,ESTABLISHED,Iowa,2020,0,0,1,5,3,3,4,0.1
P96,2024,EXPANSION,Iowa,2021,0,0,1,2,4,3,4,75.9
P97,2024,INTRODUCTION,Iowa,2022,0,0,1,2,4,3,4,11.2
P104,2024,PHASEOUT,Iowa,2018,0,0,1,2,4,2,4,5.5
P107,2024,PHASEOUT,Iowa,2017,0,0,1,3,3,2,4,6.5
P110,2024,EXPANSION,Iowa,2018,0,0,1,3,4,3,4,1.1
P118,2024,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,0.1
P120,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,4,20.2
P121,2024,EXPANSION,Iowa,2021,0,0,1,3,4,2,4,2.9
P124,2024,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,4,41.8
P125,2024,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,4,25
P127,2024,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,0.2
P131,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,3,4,20.4
P132,2024,PHASEOUT,Iowa,2019,0,0,1,2,3,2,4,1
P134,2024,ESTABLISHED,Iowa,2020,0,0,1,2,2,3,4,3
P136,2024,PHASEOUT,Iowa,2017,0,0,1,5,4,2,4,7.4
P140,2024,EXPANSION,Iowa,2021,0,0,1,,5,2,4,0
P141,2024,ESTABLISHED,Iowa,2020,0,0,1,2,4,3,4,0.3
P146,2024,INTRODUCTION,Iowa,2022,0,0,1,4,4,2,4,10.7
P151,2024,INTRODUCTION,Iowa,2022,0,0,1,5,4,3,4,2
P155,2024,PHASEOUT,Iowa,2019,0,0,1,2,4,3,4,0.1
P156,2024,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,16.9
P159,2024,ESTABLISHED,Iowa,2017,0,0,1,2,5,2,4,8.3
P167,2024,PHASEOUT,Iowa,2018,0,0,1,4,4,4,4,1.2
P175,2024,INTRODUCTION,Iowa,2022,0,0,1,,5,4,4,0.4
P178,2024,EXPANSION,Iowa,2021,0,0,1,5,4,2,4,1.9
P183,2024,INTRODUCTION,Iowa,2022,0,0,1,2,3,2,4,0
P184,2024,INTRODUCTION,Iowa,2022,0,0,1,2,3,2,4,7.7
P193,2024,PHASEOUT,Iowa,2017,0,0,1,2,5,3,4,0.1
P195,2024,PHASEOUT,Iowa,2020,0,0,1,2,5,3,4,0.2
P201,2024,ESTABLISHED,Iowa,2019,0,0,1,3,4,3,4,3
P202,2024,EXPANSION,Iowa,2021,0,1,1,2,3,3,4,0.5
P210,2024,PHASEOUT,Iowa,2020,0,1,1,1,4,4,4,0.2
P211,2024,EXPANSION,Iowa,2021,0,1,1,3,4,3,4,7.3
P215,2024,INTRODUCTION,Iowa,2022,0,0,1,3,3,4,4,1.3
P223,2024,ESTABLISHED,Iowa,2017,0,1,1,3,3,4,5,0.1
P284,2024,ESTABLISHED,Iowa,2020,0,0,1,3,5,2,2,0
P295,2024,ESTABLISHED,Iowa,2020,0,0,1,3,3,2,3,0.2
P296,2024,ESTABLISHED,Iowa,2020,0,0,1,3,3,2,3,0
P297,2024,PHASEOUT,Iowa,2017,0,0,1,3,5,3,3,0.1
P300,2024,ESTABLISHED,Iowa,2020,0,0,1,4,3,2,3,0
P311,2024,EXPANSION,Iowa,2021,0,0,1,4,4,1,3,0
P314,2024,INTRODUCTION,Iowa,2022,0,0,1,3,5,2,3,0
P316,2024,INTRODUCTION,Iowa,2022,0,0,1,5,4,2,3,0
P317,2024,PHASEOUT,Iowa,2018,0,0,1,3,4,2,3,0.1
P320,2024,ESTABLISHED,Iowa,2020,0,0,1,2,3,3,3,0.7
P321,2024,ESTABLISHED,Iowa,2021,0,0,1,4,4,1,3,0.2
P334,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,3,4.9
P335,2024,EXPANSION,Iowa,2021,0,0,1,3,4,3,3,8.8
P5,2025,PHASEOUT,Iowa,2022,0,0,1,2,5,1,3,0
P11,2025,PHASEOUT,Iowa,2018,0,0,1,4,4,2,3,1.1
P12,2025,PHASEOUT,Iowa,2018,0,0,1,4,4,2,3,1.6
P18,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,1,3,0.2
P19,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,1,3,0.2
P21,2025,ESTABLISHED,Iowa,2021,0,0,1,,4,2,3,0
P24,2025,INTRODUCTION,Iowa,2023,1,0,1,5,4,3,3,2.1
P26,2025,PHASEOUT,Iowa,2014,0,0,1,5,3,1,3,3.7
P28,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,2,3,3.7
P29,2025,PHASEOUT,Iowa,2020,0,0,1,4,4,2,3,3.2
P30,2025,PHASEOUT,Iowa,2020,0,0,1,4,4,2,3,2.8
P32,2025,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,1
P33,2025,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0
P36,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,3,5.2
P38,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,3,0.7
P43,2025,PHASEOUT,Iowa,2021,0,0,1,2,4,3,3,10.2
P44,2025,PHASEOUT,Iowa,2022,0,0,1,3,4,2,3,0.8
P46,2025,ESTABLISHED,Iowa,2022,1,0,1,4,4,2,3,4.8
P53,2025,PHASEOUT,Iowa,2017,0,0,1,5,4,1,4,8.7
P56,2025,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,1.3
P61,2025,PHASEOUT,Iowa,2018,0,0,1,4,2,2,4,0.2
P71,2025,EXPANSION,Iowa,2022,0,0,1,,5,4,4,0
P75,2025,INTRODUCTION,Iowa,2023,1,0,1,4,4,3,4,18.6
P76,2025,ESTABLISHED,Iowa,2021,0,0,1,3,5,3,4,55.8
P82,2025,PHASEOUT,Iowa,2020,0,0,1,3,4,3,4,2.8
P83,2025,INTRODUCTION,Iowa,2023,1,0,1,4,5,2,4,16.9
P87,2025,PHASEOUT,Iowa,2020,0,0,1,2,4,3,4,25
P92,2025,ESTABLISHED,Iowa,2022,0,0,1,3,4,2,4,1.5
P96,2025,ESTABLISHED,Iowa,2021,0,0,1,2,4,3,4,65.2
P97,2025,PHASEOUT,Iowa,2022,0,0,1,2,4,3,4,0.1
P101,2025,INTRODUCTION,Iowa,2023,1,0,1,4,5,2,4,6.6
P104,2025,PHASEOUT,Iowa,2018,0,0,1,2,4,2,4,3.2
P118,2025,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,0
P120,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,3,4,12.1
P121,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,2,4,2.2
P124,2025,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,4,28.8
P125,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,1,4,12.6
P127,2025,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,0.2
P131,2025,EXPANSION,Iowa,2022,0,0,1,3,3,3,4,42.3
P134,2025,PHASEOUT,Iowa,2020,0,0,1,2,2,3,4,0.3
P136,2025,PHASEOUT,Iowa,2017,0,0,1,5,4,2,4,2.4
P140,2025,EXPANSION,Iowa,2021,0,0,1,,5,2,4,0
P146,2025,EXPANSION,Iowa,2022,0,0,1,4,4,2,4,37.5
P151,2025,PHASEOUT,Iowa,2022,0,0,1,5,4,3,4,0.7
P156,2025,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,1.7
P159,2025,PHASEOUT,Iowa,2017,0,0,1,2,5,2,4,2.5
P164,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,3,4,0
P165,2025,INTRODUCTION,Iowa,2023,0,0,1,3,4,3,4,9.1
P166,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,3,4,15.8
P167,2025,PHASEOUT,Iowa,2018,0,0,1,4,4,4,4,0.1
P175,2025,EXPANSION,Iowa,2022,0,0,1,,5,4,4,1.3
P178,2025,PHASEOUT,Iowa,2021,0,0,1,5,4,2,4,0.4
P183,2025,EXPANSION,Iowa,2022,0,0,1,2,3,2,4,5.7
P184,2025,EXPANSION,Iowa,2022,0,0,1,2,3,2,4,27.9
P201,2025,PHASEOUT,Iowa,2019,0,0,1,3,4,3,4,2.8
P202,2025,PHASEOUT,Iowa,2021,0,1,1,2,3,3,4,0.2
P207,2025,INTRODUCTION,Iowa,2023,1,0,1,4,4,2,4,4.5
P210,2025,EXPANSION,Iowa,2020,0,1,1,1,4,4,4,0
P211,2025,ESTABLISHED,Iowa,2021,0,1,1,3,4,3,4,12.1
P215,2025,EXPANSION,Iowa,2022,0,0,1,3,3,4,4,1
P217,2025,EXPANSION,Iowa,2023,1,0,1,3,3,4,4,0
P230,2025,PHASEOUT,Iowa,2019,0,0,1,3,5,3,5,0
P276,2025,EXPANSION,Iowa,2022,0,0,1,3,3,2,2,0
P281,2025,PHASEOUT,Iowa,2013,0,0,1,3,3,1,2,0
P289,2025,INTRODUCTION,Iowa,2023,1,0,1,5,4,3,2,0
P296,2025,PHASEOUT,Iowa,2020,0,0,1,3,3,2,3,0
P297,2025,PHASEOUT,Iowa,2017,0,0,1,3,5,3,3,0
P302,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,2,3,0
P303,2025,INTRODUCTION,Iowa,2023,1,0,1,3,4,2,3,0
P311,2025,PHASEOUT,Iowa,2021,0,0,1,4,4,1,3,0
P316,2025,PHASEOUT,Iowa,2022,0,0,1,5,4,2,3,0
P317,2025,PHASEOUT,Iowa,2018,0,0,1,3,4,2,3,0
P320,2025,PHASEOUT,Iowa,2020,0,0,1,2,3,3,3,0
P321,2025,EXPANSION,Iowa,2021,0,0,1,4,4,1,3,0
P327,2025,INTRODUCTION,Iowa,2023,1,0,1,3,5,3,3,0
P334,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,3,3,1.4
P335,2025,PHASEOUT,Iowa,2021,0,0,1,3,4,3,3,0.4
P11,2021,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.7
P12,2021,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.5
P15,2021,PHASEOUT,Iowa,2015,0,0,1,5,3,1,3,1.4
P18,2021,INTRODUCTION,Iowa,2019,0,0,1,3,4,1,3,1.5
P19,2021,INTRODUCTION,Iowa,2019,0,0,1,3,4,1,3,1.3
P22,2021,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,5.2
P23,2021,EXPANSION,Iowa,2016,0,0,1,5,2,1,3,2.8
P26,2021,ESTABLISHED,Iowa,2014,0,0,1,5,3,1,3,2.8
P32,2021,EXPANSION,Iowa,2018,0,0,1,3,4,1,3,0.3
P33,2021,ESTABLISHED,Iowa,2018,0,0,1,3,4,1,3,0.2
P35,2021,INTRODUCTION,Iowa,2019,0,0,1,,,,3,0
P47,2021,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,5.3
P48,2021,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,0.1
P49,2021,ESTABLISHED,Iowa,2014,0,0,1,5,4,1,3,0.8
P50,2021,ESTABLISHED,Iowa,2014,0,0,1,5,4,1,3,0.4
P51,2021,INTRODUCTION,Iowa,2019,0,0,1,1,3,3,3,6.4
P52,2021,EXPANSION,Iowa,2018,0,0,1,5,4,1,4,0.1
P53,2021,EXPANSION,Iowa,2017,0,0,1,5,4,1,4,12.5
P56,2021,ESTABLISHED,Iowa,2017,0,0,1,4,4,1,4,15.2
P57,2021,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,1
P58,2021,PHASEOUT,Iowa,2016,0,0,1,3,3,2,4,0.6
P61,2021,EXPANSION,Iowa,2018,0,0,1,4,2,2,4,4.1
P73,2021,PHASEOUT,Iowa,2014,0,0,1,,,,4,0.2
P78,2021,PHASEOUT,Iowa,2016,0,0,1,2,3,3,4,0.1
P79,2021,PHASEOUT,Iowa,2016,0,0,1,2,3,3,4,0.2
P84,2021,INTRODUCTION,Iowa,2019,0,0,1,2,3,4,4,0
P85,2021,INTRODUCTION,Iowa,2019,0,0,1,2,5,4,4,0.7
P86,2021,PHASEOUT,Iowa,2017,0,0,1,3,4,2,4,0.1
P89,2021,EXPANSION,Iowa,2018,0,0,1,2,5,3,4,6.5
P90,2021,PHASEOUT,Iowa,2017,0,0,1,3,5,4,4,5.4
P91,2021,PHASEOUT,Iowa,2011,0,1,1,2,5,3,4,0.4
P99,2021,PHASEOUT,Iowa,2017,0,0,1,3,4,2,4,0.4
P104,2021,EXPANSION,Iowa,2018,0,0,1,2,4,2,4,62.1
P107,2021,ESTABLISHED,Iowa,2017,0,0,1,3,3,2,4,24.9
P108,2021,INTRODUCTION,Iowa,2019,0,0,1,3,3,2,4,3.5
P110,2021,EXPANSION,Iowa,2018,0,0,1,3,4,3,4,11.4
P111,2021,INTRODUCTION,Iowa,2019,0,0,1,1,4,3,4,0
P116,2021,PHASEOUT,Iowa,2016,0,0,1,3,4,4,4,1.3
P118,2021,PHASEOUT,Iowa,2012,0,0,1,5,5,2,4,6
P124,2021,INTRODUCTION,Iowa,2019,0,0,1,3,4,1,4,29.3
P125,2021,INTRODUCTION,Iowa,2019,0,0,1,3,4,1,4,24.9
P127,2021,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,43.8
P128,2021,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,0.5
P132,2021,INTRODUCTION,Iowa,2019,0,0,1,2,3,2,4,13.3
P136,2021,ESTABLISHED,Iowa,2017,0,0,1,5,4,2,4,58.7
P147,2021,INTRODUCTION,Iowa,2019,0,0,1,2,4,4,4,0.3
P152,2021,ESTABLISHED,Iowa,2016,0,0,1,2,3,4,4,4.9
P153,2021,ESTABLISHED,Iowa,2016,0,0,1,2,3,4,4,1.8
P155,2021,INTRODUCTION,Iowa,2019,0,0,1,2,4,3,4,4.8
P156,2021,ESTABLISHED,Iowa,2016,0,0,1,2,5,2,4,35.5
P158,2021,PHASEOUT,Iowa,2016,0,0,1,2,5,2,4,0
P159,2021,EXPANSION,Iowa,2017,0,0,1,2,5,2,4,17.1
P167,2021,EXPANSION,Iowa,2018,0,0,1,4,4,4,4,10.4
P193,2021,ESTABLISHED,Iowa,2017,0,0,1,2,5,3,4,20.8
P201,2021,INTRODUCTION,Iowa,2019,0,0,1,3,4,3,4,2.9
P222,2021,EXPANSION,Iowa,2018,0,0,1,3,3,4,5,0.1
P224,2021,PHASEOUT,Iowa,2016,0,0,1,3,4,2,5,0.4
P230,2021,INTRODUCTION,Iowa,2019,0,0,1,3,5,3,5,0.1
P246,2021,EXPANSION,Iowa,2016,0,0,1,3,4,1,1,0
P252,2021,EXPANSION,Iowa,2018,0,0,1,3,3,3,1,0
P253,2021,PHASEOUT,Iowa,2018,0,0,1,2,5,1,1,0
P261,2021,EXPANSION,Iowa,2018,0,0,1,3,2,2,2,0
P269,2021,EXPANSION,Iowa,2018,0,0,1,3,3,4,2,0
P337,2021,EXPANSION,Iowa,2016,0,0,1,5,3,1,3,0
P10,2022,INTRODUCTION,Iowa,2020,0,0,0,4,4,2,3,0.1
P11,2022,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,1
P12,2022,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.9
P14,2022,PHASEOUT,Iowa,2013,0,0,1,5,3,1,3,0
P18,2022,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,3,0.7
P19,2022,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,3,0.4
P22,2022,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,1.8
P23,2022,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,0.1
P26,2022,EXPANSION,Iowa,2014,0,0,1,5,3,1,3,3.5
P29,2022,INTRODUCTION,Iowa,2020,0,0,1,4,4,2,3,4.6
P30,2022,INTRODUCTION,Iowa,2020,0,0,1,4,4,2,3,1.8
P32,2022,ESTABLISHED,Iowa,2018,0,0,1,3,4,1,3,0.9
P33,2022,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0.5
P35,2022,PHASEOUT,Iowa,2019,0,0,1,,,,3,0
P47,2022,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,2.3
P49,2022,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0.4
P50,2022,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0.4
P51,2022,EXPANSION,Iowa,2019,0,0,1,1,3,3,3,4.4
P53,2022,ESTABLISHED,Iowa,2017,0,0,1,5,4,1,4,13.4
P56,2022,ESTABLISHED,Iowa,2017,0,0,1,4,4,1,4,7.1
P57,2022,PHASEOUT,Iowa,2017,0,0,1,4,4,1,4,0
P58,2022,PHASEOUT,Iowa,2016,0,0,1,3,3,2,4,0.7
P61,2022,ESTABLISHED,Iowa,2018,0,0,1,4,2,2,4,1.2
P74,2022,ESTABLISHED,Iowa,2014,0,0,1,4,1,1,4,0
P81,2022,INTRODUCTION,Iowa,2020,0,0,0,3,4,3,4,1.2
P82,2022,INTRODUCTION,Iowa,2020,0,0,1,3,4,3,4,17.8
P85,2022,EXPANSION,Iowa,2019,0,0,1,2,5,4,4,1
P86,2022,PHASEOUT,Iowa,2017,0,0,1,3,4,2,4,0.1
P87,2022,INTRODUCTION,Iowa,2020,0,0,1,2,4,3,4,13.6
P89,2022,PHASEOUT,Iowa,2018,0,0,1,2,5,3,4,1.8
P90,2022,ESTABLISHED,Iowa,2017,0,0,1,3,5,4,4,4.2
P93,2022,INTRODUCTION,Iowa,2020,0,0,1,5,3,3,4,1.6
P104,2022,EXPANSION,Iowa,2018,0,0,1,2,4,2,4,49.3
P107,2022,ESTABLISHED,Iowa,2017,0,0,1,3,3,2,4,15.4
P110,2022,PHASEOUT,Iowa,2018,0,0,1,3,4,3,4,3.3
P112,2022,INTRODUCTION,Iowa,2020,0,0,1,1,4,3,4,0.5
P116,2022,PHASEOUT,Iowa,2016,0,0,1,3,4,4,4,0.4
P118,2022,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,3.8
P123,2022,INTRODUCTION,Iowa,2020,0,0,0,3,4,1,4,3.8
P124,2022,EXPANSION,Iowa,2019,0,0,1,3,4,1,4,100
P125,2022,EXPANSION,Iowa,2019,0,0,1,3,4,1,4,45.8
P127,2022,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,19.2
P132,2022,ESTABLISHED,Iowa,2019,0,0,1,2,3,2,4,9
P134,2022,INTRODUCTION,Iowa,2020,0,0,1,2,2,3,4,13.8
P136,2022,ESTABLISHED,Iowa,2017,0,0,1,5,4,2,4,31.8
P147,2022,INTRODUCTION,Iowa,2019,0,0,1,2,4,4,4,1.5
P152,2022,PHASEOUT,Iowa,2016,0,0,1,2,3,4,4,2.1
P153,2022,PHASEOUT,Iowa,2016,0,0,1,2,3,4,4,0.5
P155,2022,EXPANSION,Iowa,2019,0,0,1,2,4,3,4,8.4
P156,2022,EXPANSION,Iowa,2016,0,0,1,2,5,2,4,25.1
P159,2022,ESTABLISHED,Iowa,2017,0,0,1,2,5,2,4,13
P167,2022,ESTABLISHED,Iowa,2018,0,0,1,4,4,4,4,8.1
P177,2022,INTRODUCTION,Iowa,2020,0,0,1,2,4,3,4,0.1
P193,2022,ESTABLISHED,Iowa,2017,0,0,1,2,5,3,4,6.4
P195,2022,INTRODUCTION,Iowa,2020,0,0,1,2,5,3,4,2.1
P201,2022,EXPANSION,Iowa,2019,0,0,1,3,4,3,4,8.2
P224,2022,PHASEOUT,Iowa,2016,0,0,1,3,4,2,5,0.2
P228,2022,PHASEOUT,Iowa,2018,0,0,1,3,3,4,5,0.1
P230,2022,EXPANSION,Iowa,2019,0,0,1,3,5,3,5,0.1
P231,2022,EXPANSION,Iowa,2019,0,1,1,3,5,3,5,0
P243,2022,PHASEOUT,Iowa,2018,0,0,1,2,3,1,1,0
P246,2022,PHASEOUT,Iowa,2016,0,0,1,3,4,1,1,0
P274,2022,PHASEOUT,Iowa,2018,0,0,1,2,5,1,2,0
P296,2022,INTRODUCTION,Iowa,2020,0,0,1,3,3,2,3,0
P297,2022,ESTABLISHED,Iowa,2017,0,0,1,3,5,3,3,0.1
P305,2022,PHASEOUT,Iowa,2016,0,0,1,3,2,2,3,0
P10,2023,INTRODUCTION,Iowa,2020,0,0,0,4,4,2,3,0
P11,2023,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.8
P12,2023,EXPANSION,Iowa,2018,0,0,1,4,4,2,3,0.6
P18,2023,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,3,0.3
P19,2023,ESTABLISHED,Iowa,2019,0,0,1,3,4,1,3,0.1
P22,2023,PHASEOUT,Iowa,2016,0,0,1,5,2,1,3,0.2
P26,2023,EXPANSION,Iowa,2014,0,0,1,5,3,1,3,3.6
P29,2023,INTRODUCTION,Iowa,2020,0,0,1,4,4,2,3,4.2
P30,2023,INTRODUCTION,Iowa,2020,0,0,1,4,4,2,3,1.1
P32,2023,ESTABLISHED,Iowa,2018,0,0,1,3,4,1,3,0.9
P33,2023,PHASEOUT,Iowa,2018,0,0,1,3,4,1,3,0.1
P49,2023,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0
P50,2023,PHASEOUT,Iowa,2014,0,0,1,5,4,1,3,0.4
P51,2023,EXPANSION,Iowa,2019,0,0,1,1,3,3,3,1.7
P52,2023,ESTABLISHED,Iowa,2018,0,0,1,5,4,1,4,0.1
P53,2023,ESTABLISHED,Iowa,2017,0,0,1,5,4,1,4,16.1
P56,2023,ESTABLISHED,Iowa,2017,0,0,1,4,4,1,4,4.5
P58,2023,PHASEOUT,Iowa,2016,0,0,1,3,3,2,4,0.3
P61,2023,ESTABLISHED,Iowa,2018,0,0,1,4,2,2,4,0.1
P81,2023,INTRODUCTION,Iowa,2020,0,0,0,3,4,3,4,1.9
P82,2023,INTRODUCTION,Iowa,2020,0,0,1,3,4,3,4,33.4
P85,2023,EXPANSION,Iowa,2019,0,0,1,2,5,4,4,2.1
P87,2023,INTRODUCTION,Iowa,2020,0,0,1,2,4,3,4,75
P89,2023,PHASEOUT,Iowa,2018,0,0,1,2,5,3,4,0.1
P90,2023,ESTABLISHED,Iowa,2017,0,0,1,3,5,4,4,3.2
P93,2023,INTRODUCTION,Iowa,2020,0,0,1,5,3,3,4,0.7
P104,2023,EXPANSION,Iowa,2018,0,0,1,2,4,2,4,16.8
P107,2023,ESTABLISHED,Iowa,2017,0,0,1,3,3,2,4,3.5
P110,2023,PHASEOUT,Iowa,2018,0,0,1,3,4,3,4,0.7
P112,2023,INTRODUCTION,Iowa,2020,0,0,1,1,4,3,4,0.6
P118,2023,ESTABLISHED,Iowa,2012,0,0,1,5,5,2,4,2.4
P123,2023,INTRODUCTION,Iowa,2020,0,0,0,3,4,1,4,3.6
P124,2023,EXPANSION,Iowa,2019,0,0,1,3,4,1,4,95.7
P125,2023,EXPANSION,Iowa,2019,0,0,1,3,4,1,4,43.2
P127,2023,PHASEOUT,Iowa,2013,0,0,1,2,3,3,4,9.5
P132,2023,ESTABLISHED,Iowa,2019,0,0,1,2,3,2,4,2.4
P134,2023,INTRODUCTION,Iowa,2020,0,0,1,2,2,3,4,9.6
P136,2023,ESTABLISHED,Iowa,2017,0,0,1,5,4,2,4,13.5
P141,2023,INTRODUCTION,Iowa,2020,0,0,1,2,4,3,4,0.2
P147,2023,INTRODUCTION,Iowa,2019,0,0,1,2,4,4,4,1.7
P152,2023,PHASEOUT,Iowa,2016,0,0,1,2,3,4,4,0.7
P155,2023,EXPANSION,Iowa,2019,0,0,1,2,4,3,4,6.1
